album,album_type,album_popularity,artists,available_markets,disc_number,duration_ms,explicit,id,is_local,is_playable,name,popularity,track_number,type,release_date,genres
A New Kind Of Love (Demo),single,66,"['Frou Frou', 'Imogen Heap', 'Guy Sigsworth']",185,1,259071,False,3fuyYaLhZ2RoP9eWpvfP1H,False,True,A New Kind Of Love - Demo,76,1,track,2022-04-08,[]
Ela Vira Mortal,single,57,"['DJ Vilão DS', 'MC Zudo Boladão', 'DJ Magrin Da DZ7', 'MC PH77']",185,1,136370,True,28Qri8CIMxJUQauS8YOR7o,False,True,Ela Vira Mortal,67,1,track,2022-08-05,"['brazilian funk', 'funk', 'phonk']"
MORE,single,55,['j-hope'],185,1,180022,False,4XKXphKH76W4zNpkgFS5o2,False,True,MORE,65,1,track,2022-07-01,"['k-pop', 'k-rap']"
In The Stars,single,63,['Benson Boone'],180,1,216410,False,1ei3hzQmrgealgRKFxIcWn,False,True,In The Stars,73,1,track,2022-04-29,[]
emails i can't send,album,79,['Sabrina Carpenter'],183,1,196458,True,32FhTAAjKZaBein150o3Px,False,True,because i liked a boy,77,5,track,2022-07-15,[]
Idea 10,single,64,['Gibran Alcocer'],185,1,128000,False,1lb3H41lbvAN28N7yqRNL9,False,True,Idea 10,74,1,track,2022-07-09,[]
memories,single,58,['leadwave'],185,1,86319,False,4VkRQSpG16JxrXaVlNyWdX,False,True,memories,68,1,track,2022-09-23,['dark ambient']
SNAP,single,67,['Rosa Linn'],185,1,179551,False,5hx7w26Zi3zafMgvMTUqF6,False,True,SNAP,77,1,track,2022-03-19,[]
SEVENTEEN 4th Album 'Face the Sun',album,66,['SEVENTEEN'],185,1,201653,False,5kc5p2mwO2GFq93zw5ZFWV,False,True,Ash,61,9,track,2022-05-27,['k-pop']
LET GO,single,60,['Central Cee'],184,1,174246,True,3zkyus0njMCL6phZmNNEeN,False,True,LET GO,70,1,track,2022-12-15,"['uk drill', 'drill', 'grime']"
Car's Outside,single,57,['James Arthur'],185,1,206966,False,6OmKbLCskNWi1IcfpZbeJc,False,True,Car's Outside - Sped Up Version,66,3,track,2022-08-26,['soft pop']
SOS,album,85,['SZA'],185,1,278480,True,4PMqSO5qyjpvzhlLI5GnID,False,True,Good Days,78,22,track,2022-12-09,['r&b']
obsessed,single,60,"['zandros', 'Limi']",185,1,180110,False,3TKakBgJaTH5INk0WhU4xP,False,True,obsessed,70,1,track,2022-08-12,[]
Proof,album,73,['BTS'],185,1,164952,False,6jjYDGxVJsWS0a5wlVF5vS,False,True,Butter,70,18,track,2022-06-10,['k-pop']
minisode 2: Thursday's Child,single,60,['TOMORROW X TOGETHER'],185,1,191038,False,1HsSIPLTQT354yJcQGfEY3,False,True,Good Boy Gone Bad,63,2,track,2022-05-09,['k-pop']
HEROES & VILLAINS,album,82,"['Metro Boomin', 'Don Toliver']",183,1,191520,True,221qmpQeBNV87sUjQeUTVH,False,True,Around Me (feat. Don Toliver),75,7,track,2022-12-02,[]
WHO CARES?,album,65,['Rex Orange County'],185,1,181506,False,1gH1h30wkQdd9zhY3j7a8T,False,True,THE SHADE,71,8,track,2022-03-11,['bedroom pop']
HEROES & VILLAINS,album,82,"['Metro Boomin', 'Future', 'Chris Brown']",183,1,182666,True,0vjeOZ3Ft5jvAi9SBFJm1j,False,True,Superhero (Heroes & Villains) [with Future & Chris Brown],77,2,track,2022-12-02,"['rap', 'r&b']"
"Honestly, Nevermind",album,73,"['Drake', '21 Savage']",183,1,218364,True,3F5CgOj3wFlRv51JsHbxhe,False,True,Jimmy Cooks (feat. 21 Savage),78,14,track,2022-06-17,"['rap', 'hip hop']"
The 2nd of Undecimber,album,50,"['TakaseToya', 'emi noda']",184,1,181133,False,6wGkomWcIw53tCdLa2rBfN,False,True,Doushite (feat. Emi Noda),58,6,track,2022-12-07,['j-pop']
this feeling,single,58,['Øneheart'],185,1,94333,False,1r232i80xFiNHzSUmrFc01,False,True,this feeling,69,1,track,2022-02-18,['dark ambient']
(MORE) Unsponsored Content,album,59,"['salem ilese', 'TOMORROW X TOGETHER', 'Alan Walker']",185,1,152214,False,3YQkC6dE9YE9sH1751qqEr,False,True,PS5,64,3,track,2022-10-07,['k-pop']
SPIT IN MY FACE!,single,66,['ThxSoMch'],184,1,147874,True,1N8TTK1Uoy7UvQNUazfUt5,False,True,SPIT IN MY FACE!,76,1,track,2022-12-20,[]
Nicole,album,74,['NIKI'],185,1,303933,False,21acb66djKRlDPJOXRBCkc,False,True,Take A Chance With Me,75,12,track,2022-08-11,[]
RUNRUNRUN,single,62,['Dutch Melrose'],185,1,140751,False,3jwQt00cvkN57H6ZR75W2K,False,True,RUNRUNRUN,72,1,track,2022-03-25,[]
The Forever Story (Extended Version),album,70,"['JID', '21 Savage', 'Baby Tate']",183,1,229938,True,1udwFobQ1JoOdWPQrp2b6u,False,True,Surround Sound (feat. 21 Savage & Baby Tate),76,6,track,2022-10-31,[]
Come Home The Kids Miss You,album,68,['Jack Harlow'],184,1,173947,True,0wHFktze2PHC5jDt3B17DC,False,True,First Class,73,4,track,2022-05-06,[]
I NEVER LIKED YOU,album,75,"['Future', 'Drake', 'Tems']",185,1,189893,True,59nOXPmaKlBfGMDeOVGrIK,False,True,WAIT FOR U (feat. Drake & Tems),80,7,track,2022-04-29,"['afrobeats', 'hip hop', 'afrobeat', 'alté', 'rap', 'afropop']"
Offering,album,66,['Cults'],185,1,212736,False,3Z0qLOS0cqWKPHXkbTXmNF,False,True,Gilded Lily,76,11,track,2022-10-26,[]
Kirari Remixes (Asia Edition),album,58,['Fujii Kaze'],184,1,231882,False,51oc6MEsXTpnPn6GOw5VuP,False,True,きらり,68,9,track,2022-01-14,['j-pop']
i used to think i could fly,album,72,['Tate McRae'],185,1,207120,False,7l9IqDtVWJurTvkQHq1BGh,False,True,she's all i wanna be,77,8,track,2022-05-27,[]
Deep Phase Noise,single,75,['Milli Hughes'],185,1,143654,False,5MOWBRtP53q5yNOtHaMVTh,False,True,Deep Phase Noise 1,85,1,track,2022-02-15,[]
SOS,album,85,['SZA'],185,1,181840,True,2wSTnntOPRi7aQneobFtU4,False,True,Shirt,73,19,track,2022-12-09,['r&b']
Paradise Again,album,71,"['Swedish House Mafia', 'The Weeknd']",183,1,234000,False,0VO8gYVDSwM1Qdd2GsMoYK,False,True,Moth To A Flame (with The Weeknd),78,4,track,2022-04-15,['edm']
five seconds flat,album,71,['Lizzy McAlpine'],185,1,182887,False,2L9N0zZnd37dwF0clgxMGI,False,True,ceilings,78,8,track,2022-04-08,[]
Mr. Morale & The Big Steppers,album,78,"['Kendrick Lamar', 'Blxst', 'Amanda Reifer']",183,1,239026,True,2g6tReTlM2Akp41g0HaeXN,False,True,Die Hard,74,4,track,2022-05-13,"['west coast hip hop', 'hip hop']"
Mr. Morale & The Big Steppers,album,78,['Kendrick Lamar'],183,1,195950,True,0fX4oNGBWO3dSGUZcVdVV2,False,True,N95,74,2,track,2022-05-13,"['west coast hip hop', 'hip hop']"
Gentle White Noise,single,65,['Natura Ferox'],185,1,173500,False,2COPUH8f4mlt1vzZG83zqU,False,True,Gentle White Noise - Seamless,75,1,track,2022-04-18,[]
Mr. Morale & The Big Steppers,album,78,['Kendrick Lamar'],183,2,283642,True,6BU1RZexmvJcBjgagVVt3M,False,True,Count Me Out,75,1,track,2022-05-13,"['west coast hip hop', 'hip hop']"
訣愛,single,46,['詹雯婷'],185,1,189295,False,6la3Kme7O7D01fJPxgpAS5,False,True,訣愛 (劇集《蒼蘭訣》片頭曲),56,1,track,2022-08-15,"['c-pop', 'taiwanese pop', 'mandopop', 'chinese hip hop', 'gufeng']"
True Love,single,61,"['Kanye West', 'XXXTENTACION']",184,1,148571,False,06JvOZ39sK8D8SqiqfaxDU,False,True,True Love,72,1,track,2022-05-27,"['rap', 'emo rap']"
Lyfë,album,68,['Yeat'],183,1,150241,True,6IyoLWzljeR3ldQo4KWHT6,False,True,Out thë way,72,3,track,2022-09-09,['rage rap']
听说你,single,42,"['于冬然', '李艺皓']",185,1,239095,False,4PKU5mPzC5lEDOLvVJ04As,False,True,听说你,52,1,track,2022-07-12,"['c-pop', 'mandopop']"
Stroll,single,41,['Choi Yu Ree'],185,1,228266,False,33xRp6ZX1DKraRFHR9ZDck,False,True,Forest,50,1,track,2022-08-24,['k-ballad']
Give Or Take,album,68,['GIVĒON'],185,1,180953,False,6TSO4hwz9WGrEUY7ABGVim,False,True,Lost Me,68,10,track,2022-06-24,['r&b']
K23,album,66,['Kenia OS'],185,1,139146,False,6Xj014IHwbLVjiVT6H89on,False,True,Malas Decisiones,71,10,track,2022-10-26,['reggaeton mexa']
DS4EVER,album,70,"['Gunna', 'Drake']",185,1,193346,True,0lEjxUUlKqjqXrVlIHFduD,False,True,P power (feat. Drake),73,6,track,2022-01-13,"['rap', 'melodic rap', 'hip hop']"
Luxury,single,47,['D Gerrard'],184,1,246923,False,1EOWBTE1GPKcxz3wlR08tW,False,True,Luxury,57,1,track,2022-05-26,"['thai hip hop', 'thai pop', 't-pop']"
最偉大的作品,album,57,"['Jay Chou', 'Ashin Chen']",182,1,220693,False,52yAKumXlqPjUsIBlmiMvo,False,True,說好不哭,59,4,track,2022-07-15,"['c-pop', 'taiwanese pop', 'mandopop', 'cantopop', 'gufeng']"
Beyond Love,single,39,"['BIG Naughty', '10CM']",184,1,188706,False,0HsRZwZzHoZ5AM5W2ZYI5c,False,True,Beyond Love (Feat. 10CM),49,1,track,2022-04-20,"['k-rap', 'k-ballad', 'soundtrack']"
壱,album,65,['Yuuri'],185,1,230600,False,4JK1kDUdH9RTBQrrSO1QfR,False,True,ベテルギウス,64,1,track,2022-01-12,['j-pop']
I NEVER LIKED YOU,album,75,['Future'],185,1,172933,True,1qMMYpVatbRITKCfq1gasi,False,True,PUFFIN ON ZOOTIEZ,75,5,track,2022-04-29,['rap']
Feel Something (Deluxe),album,61,['Jaymes Young'],185,1,228442,False,219slQu3ALbTSAe9P22hvE,False,True,Happiest Year,71,14,track,2022-01-28,[]
最偉大的作品,album,57,"['Jay Chou', 'Gary Yang']",182,1,270000,False,0TMGJMQJWHhuNY60MEr5jR,False,True,等你下課,54,9,track,2022-07-15,"['c-pop', 'taiwanese pop', 'mandopop', 'cantopop', 'gufeng']"
Her Loss,album,76,"['Drake', '21 Savage']",183,1,214588,True,2ZL7WZcjuYKi1KUDtp4kCC,False,True,Spin Bout U,73,6,track,2022-11-04,"['rap', 'hip hop']"
Nicole,album,68,['NIKI'],185,1,219040,True,6fNQDsCq6LWfwTZnXl2Xsg,False,True,High School in Jakarta,66,2,track,2022-08-12,[]
HEROES & VILLAINS,album,82,"['Metro Boomin', 'Travis Scott', '21 Savage']",183,1,207306,True,4WuOWVnAqvEQxgSRrspBgt,False,True,Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],71,11,track,2022-12-02,['rap']
Belly Dancer,single,64,"['Imanbek', 'BYOR']",172,1,151475,False,7fZBQnc0zXwVybgCIrQQil,False,True,Belly Dancer,74,1,track,2022-02-18,['slap house']
Public Displays Of Affection: The Album,album,61,['Muni Long'],183,1,204316,True,3ncmoWTwJgx63LwMTyBCXf,False,True,Hrs & Hrs,70,7,track,2022-09-23,[]
Nicole,album,74,['NIKI'],185,1,336000,False,0XZW4ZKXOwo9kCyDpXGNc7,False,True,Oceans & Engines,73,10,track,2022-08-11,[]
WASTELAND,album,74,['Brent Faiyaz'],185,1,216062,True,3XgGQ1wjo5khvq2UImjyNF,False,True,ALL MINE,75,6,track,2022-07-08,['r&b']
The Hardest Love,album,66,['Dean Lewis'],183,1,163603,False,1aOl53hkZGHkl2Snhr7opL,False,True,How Do I Say Goodbye,72,6,track,2022-11-04,[]
Kikito,single,49,"['Engel Montaz', 'Chimbala', 'Leo RD']",184,1,170084,True,5N7WygWmT8oIz5PqtLYFYz,False,True,Kikito,59,1,track,2022-03-22,['dembow']
Her Loss,album,76,"['Drake', '21 Savage']",183,1,239359,True,1bDbXMyjaUIooNwFE9wn0N,False,True,Rich Flex,73,1,track,2022-11-04,"['rap', 'hip hop']"
WASTELAND,album,74,['Brent Faiyaz'],185,1,169013,True,2IlT65thKQQw248mhk2PjQ,False,True,JACKIE BROWN,69,16,track,2022-07-08,['r&b']
Her Love Still Haunts Me Like a Ghost,album,72,['Montell Fish'],183,1,208000,False,3sLTYBYs6lJsFK84t2X7wt,False,True,Bathroom,74,7,track,2022-10-28,[]
Baby Lullabies with Soothing Night-time Sounds,album,67,['Nursery Rhymes ABC'],185,1,201000,False,5NIYDn44f2HrODHWgs33YM,False,True,You Are My Sunshine,71,6,track,2022-01-07,"[""children's music"", 'lullaby']"
HEROES & VILLAINS,album,82,"['Metro Boomin', 'Future', 'Don Toliver']",183,1,90720,True,2N9LEu6Pf8nDcp3GjWJT1Z,False,True,I Can't Save You (Interlude) [with Future & feat. Don Toliver],69,9,track,2022-12-02,['rap']
Her Love Still Haunts Me Like a Ghost,album,72,['Montell Fish'],183,1,197333,False,2LtCEKs68u3RpNh4wybCF8,False,True,Hotel,75,2,track,2022-10-28,[]
Mr. Morale & The Big Steppers,album,78,['Kendrick Lamar'],183,1,255377,True,5Gt9bxniM1SxN61yRzRhXL,False,True,United In Grief,74,1,track,2022-05-13,"['west coast hip hop', 'hip hop']"
是你.,single,42,['政学Zed-X'],185,1,95121,False,3fiXwwPL7cUvD7BqkHdN0J,False,True,是你.,52,1,track,2022-12-09,"['chinese r&b', 'chinese hip hop', 'c-pop', 'mandopop']"
Superache,album,74,['Conan Gray'],183,1,216094,False,0iNZGC211wst3VjtobNnC5,False,True,Family Line,72,8,track,2022-06-24,[]
Nicole,album,74,['NIKI'],185,1,149840,False,2uOEendbLHR18khIbwooJ1,False,True,The Apartment We Won't Share,69,5,track,2022-08-11,[]
RENAISSANCE,album,73,['Beyoncé'],185,1,225388,True,1xzi1Jcr7mEi9K2RfzLOqS,False,True,CUFF IT,72,4,track,2022-07-29,[]
Inside (Deluxe),album,63,['Mother Mother'],185,1,215040,False,0kYMwaQWABTkFff8AZjmYI,False,True,Hayloft II,72,16,track,2022-01-28,[]
Stick Season,album,80,['Noah Kahan'],183,1,182346,False,0mflMxspEfB0VbI1kyLiAv,False,True,Stick Season,84,2,track,2022-10-14,[]
Nicole,album,68,['NIKI'],185,1,236533,True,4x2PkqSLtuwv53hLqq4GiY,False,True,Backburner,73,3,track,2022-08-12,[]
Deep Down (feat. Never Dull),single,64,"['Alok', 'Ella Eyre', 'Kenny Dope', 'Never Dull']",185,1,165752,False,7MIhUdNJtaOnDmC5nBC1fb,False,True,Deep Down (feat. Never Dull),74,1,track,2022-06-17,"['electronic', 'brazilian bass', 'lo-fi house', 'electro house', 'nu disco', 'disco house', 'funky house', 'slap house']"
In My Room,single,64,['Chance Peña'],185,1,177609,False,7CiDwKE62N6ey3LyG6s7xc,False,True,In My Room,74,1,track,2022-05-06,[]
Midnight Guest,single,50,['fromis_9'],185,1,204293,False,7B9W7Qsy5M2kyUNjQYIEG8,False,True,DM,59,2,track,2022-01-17,"['k-pop', 'bubblegum pop']"
JAMIE,album,71,['Montell Fish'],183,1,132000,False,4kJT7Yj6Za01KfKHjb7mZE,False,True,Fall in Love with You.,74,3,track,2022-07-22,[]
Harry's House,album,81,['Harry Styles'],185,1,245964,False,6uvh0In7u1Xn4HgxOfAn8O,False,True,Matilda,75,7,track,2022-05-20,[]
Words (feat. Zara Larsson),single,60,"['Alesso', 'Zara Larsson']",183,1,142677,False,1bgKMxPQU7JIZEhNsM1vFs,False,True,Words (feat. Zara Larsson),71,1,track,2022-04-22,['edm']
Mr. Morale & The Big Steppers,album,78,['Kendrick Lamar'],183,1,202285,True,1QPreu0BNOrUfEb8HTd2qG,False,True,Rich Spirit,73,7,track,2022-05-13,"['west coast hip hop', 'hip hop']"
So life goes on,single,39,['Heo Hoy Kyung'],185,1,194633,False,046Gh1kXtPynYPaKep5M8E,False,True,So life goes on,50,1,track,2022-01-07,['k-ballad']
Sonorous Dream,single,60,['Aileron'],185,1,179000,False,5DqjEVkM7PA3bMaEhkrUdb,False,True,Quantum White,71,3,track,2022-02-17,[]
Ruido Blanco,single,61,['Ardeon'],185,1,173000,False,0dZ1XVpB6DEVwCpk0kRNG4,False,True,Ruido Profundo,72,2,track,2022-03-11,[]
Walk Me Home...,single,69,['Benson Boone'],184,1,172514,False,33vZRjxJScapmRShRJq8I0,False,True,NIGHTS LIKE THESE,77,5,track,2022-07-29,[]
Thee Sacred Souls,album,69,['Thee Sacred Souls'],185,1,174706,False,4zIeRcsaho6lZuaXEYR1y3,False,True,Easier Said Than Done,72,3,track,2022-08-26,['retro soul']
KU LO SA - A COLORS SHOW,single,60,['Oxlade'],184,1,147580,False,2WigMwGJysIh9fRnSJvpjn,False,True,KU LO SA - A COLORS SHOW,71,1,track,2022-06-10,"['afrobeats', 'afroswing', 'afrobeat', 'alté', 'afro soul', 'afropop']"
Lyfë,album,68,"['Yeat', 'Lil Uzi Vert']",183,1,176124,True,1a019wP7IdYLexwbmfZPm3,False,True,Flawlëss (feat. Lil Uzi Vert),68,1,track,2022-09-09,"['rage rap', 'melodic rap']"
Monalisa,single,59,"['Lojay', 'Sarz', 'Chris Brown']",185,1,212975,False,3baPniPXS0iEII8rDUJdYP,False,True,Monalisa,69,1,track,2022-05-19,"['afrobeats', 'amapiano', 'r&b', 'afrobeat', 'alté', 'afropop']"
Nicole,album,74,['NIKI'],185,1,232800,False,0W5o1Kxw1VlohSajPqeBMF,False,True,Autumn,69,9,track,2022-08-11,[]
Un Verano Sin Ti,album,87,"['Bad Bunny', 'The Marías']",185,1,244444,False,0E0DRHf5PfMeor0ZCwB3oT,False,True,Otro Atardecer,76,17,track,2022-05-06,"['urbano latino', 'reggaeton', 'bedroom pop', 'latin', 'trap latino']"
Ferrari,single,64,"['James Hype', 'Miggy Dela Rosa']",183,1,186661,False,4zN21mbAuaD0WqtmaTZZeP,False,True,Ferrari,74,1,track,2022-04-01,"['tech house', 'house']"
カメレオン,single,52,['King Gnu'],185,1,193990,False,0J0P8iSE6l3pYHbUdNFYdS,False,True,カメレオン,62,1,track,2022-02-28,"['j-pop', 'anime', 'j-rock']"
アンサンブル・プレイ,album,59,"['Creepy Nuts', 'Ayase', 'Lilas']",185,1,172026,False,7FiTlLKW0Knj8rm7lMa9N7,False,True,ばかまじめ,59,10,track,2022-09-07,"['j-rap', 'j-pop', 'anime', 'vocaloid']"
DS4EVER,album,70,"['Gunna', 'Future', 'Young Thug']",185,1,136266,True,3XOalgusokruzA5ZBA2Qcb,False,True,pushin P (feat. Young Thug),66,2,track,2022-01-13,"['trap', 'rap', 'melodic rap']"
Afraid To Feel,single,65,['LF SYSTEM'],184,1,177524,False,40SBS57su9xLiE1WqkXOVr,False,True,Afraid To Feel,75,1,track,2022-05-02,[]
YOUNHA 6th Album Repackage 'END THEORY : Final Edition',album,42,['Younha'],184,1,300786,False,6RBziRcDeiho3iTPdtEeg9,False,True,Event Horizon,50,11,track,2022-03-30,['k-ballad']
Lovey Dovey,single,42,['BIG Naughty'],184,1,216280,False,4p4yxplNCSmt9xfaAMpcd5,False,True,Vancouver,50,2,track,2022-05-04,"['k-rap', 'k-ballad']"
Tak Segampang Itu,single,66,['Anggi Marito'],183,1,231100,False,26cvTWJq2E1QqN4jyH2OTU,False,True,Tak Segampang Itu,76,1,track,2022-12-02,"['indonesian pop', 'malay']"
World Hold On (Children Of The Sky) [FISHER Rework],single,64,"['Bob Sinclar', 'FISHER', 'Steve Edwards']",172,1,178304,False,6kTwzV93qpcovlRPmBOXmn,False,True,World Hold On (Children Of The Sky) - FISHER Rework,74,1,track,2022-07-08,"['disco house', 'tech house', 'house', 'techno', 'french house']"
Dinner in America Soundtrack,single,61,['John + Jane Q. Public'],185,1,110110,True,03W2WiY9OSnUI4F9dy9L60,False,True,Watermelon,71,1,track,2022-05-31,[]
2MS,single,57,['Nemzzz'],184,1,108169,True,0rwOtnvfoBHa443aTwjSlu,False,True,2MS,68,1,track,2022-02-24,"['uk drill', 'drill']"
Something in the Orange,single,71,['Zach Bryan'],184,1,228013,False,3WMj8moIAXJhHsyLaqIIHI,False,True,Something in the Orange,81,1,track,2022-04-22,"['red dirt', 'country']"
壱,album,65,['Yuuri'],185,1,286360,False,4kPlQKwtPrnqLgrmmKFSlA,False,True,ドライフラワー,63,2,track,2022-01-12,['j-pop']
Kembali Pulang,single,64,"['Suara Kayu', 'Feby Putri']",184,1,207898,False,6xeqCawPZngDVqw2W2aGaR,False,True,Kembali Pulang,75,1,track,2022-10-28,"['indonesian pop', 'indonesian indie']"
Where Did You Go (feat. MNEK),single,59,"['Jax Jones', 'MNEK']",182,1,177689,False,3sa06xVNmLLYIxdNNmVQN8,False,True,Where Did You Go? (feat. MNEK),69,1,track,2022-02-04,[]
Fake ID (Coke & Rum Remix),single,61,"['Riton', 'Kah-Lo', 'GEE LEE']",185,1,126720,True,2VuzBUB5V9AlpniCUhaszP,False,True,Fake ID (Coke & Rum Remix),71,1,track,2022-12-15,['house']
Her Loss,album,76,"['Drake', '21 Savage']",183,1,399153,True,0sSRLXxknVTQDStgU1NqpY,False,True,Hours In Silence,70,7,track,2022-11-04,"['rap', 'hip hop']"
人生，起起落落落落落？,album,50,['Firdhaus'],185,1,254067,False,1VqdJfu2R0jnR1VGrTpqEB,False,True,人生，起起落落落落落？,57,5,track,2022-10-21,"['chinese r&b', 'taiwanese pop', 'c-pop', 'mandopop']"
Call It Love,single,61,"['Felix Jaehn', 'Ray Dalton']",183,1,154560,False,5YdnOm5990Kfq1Jodws98B,False,True,Call It Love,71,1,track,2022-09-16,['tropical house']
B.O.T.A. (Baddest Of Them All),single,60,"['Eliza Rose', 'Interplanetary Criminal']",184,1,226626,False,39JofJHEtg8I4fSyo7Imft,False,True,B.O.T.A. (Baddest Of Them All) - Edit,70,1,track,2022-08-12,"['breakbeat', 'uk garage', 'house']"
Starlight,single,59,['Dave'],184,1,211935,True,531KGXtBroSrOX9LVmiIgc,False,True,Starlight,70,1,track,2022-03-03,"['uk drill', 'drill', 'grime']"
縱橫四海,album,50,['Ronghao Li'],184,1,257251,False,4p9jbhD6N7HpuECGusu6iT,False,True,烏梅子醬,56,9,track,2022-12-21,"['taiwanese pop', 'c-pop', 'mandopop']"
Give Or Take,album,68,['GIVĒON'],185,1,192257,False,1TlTzdsEpgfsmbuNfYmWfG,False,True,For Tonight,63,9,track,2022-06-24,['r&b']
Tell Me Why (MEDUZA Remix),single,59,"['Supermode', 'MEDUZA']",185,1,171428,False,7jrMFjEq0t09f7m3HnnWXl,False,True,Tell Me Why - MEDUZA Remix,69,1,track,2022-09-02,[]
Buckles Laboratories Presents: The Intermission,single,61,['Mariah the Scientist'],185,1,202519,False,4MbzauKV2ydtZZjLsPcuTF,False,True,Spread Thin,70,3,track,2022-03-11,['alternative r&b']
Boy Alone,album,66,['Omah Lay'],135,1,183056,False,1wADwLSkYhrSmy4vdy6BRn,False,True,soso,72,11,track,2022-07-14,"['afrobeats', 'afroswing', 'afrobeat', 'alté', 'afro soul', 'afropop']"
Agony,album,65,['Take Care'],185,1,103500,False,4JdYapRlYv67LnjrkDhZVX,False,True,"Think Of Me Once In A While, Take Care",71,9,track,2022-09-10,['slowcore']
JAMIE,album,71,['Montell Fish'],183,1,146000,False,40Fmr4mXhz4PtrMAPTnoXB,False,True,Destroy Myself Just For You,71,8,track,2022-07-22,[]
WASTELAND,album,74,['Brent Faiyaz'],185,1,162006,True,0e0JshRej2NwT7jahEmv52,False,True,ROLLING STONE,68,10,track,2022-07-08,['r&b']
Only Built For Infinity Links,album,62,"['Quavo', 'Takeoff']",183,1,142657,True,4vVjPTApwXZwB2H3mBq3ml,False,True,HOTEL LOBBY (Unc & Phew),68,3,track,2022-10-07,[]
Heaven Is A Place On Earth,single,58,"['W&W', 'AXMO']",185,1,165000,False,6FAmtZoa7jq6bH9GBjCRkM,False,True,Heaven Is A Place On Earth,68,1,track,2022-12-16,"['big room', 'edm', 'hardstyle']"
Restful White Noise,single,57,['Naturelle'],185,1,123592,False,006nnWonryJaAktux75zAs,False,True,Close Your Eyes and Listen,65,2,track,2022-02-08,[]
Perayaan Patah Hati - Babak 1,album,71,['For Revenge'],185,1,250000,False,0PtJbtW50jcvvswNPn3QGd,False,True,Serana,77,5,track,2022-09-06,"['pop punk', 'indonesian pop', 'indonesian indie', 'indorock']"
Moment of Truth,album,70,['The Red Clay Strays'],185,1,232917,False,1HbzxLqpNVPdiBXvpC7Ovb,False,True,Wondering Why,78,4,track,2022-04-29,['country']
Best Day of My Life,album,58,['Tom Odell'],185,1,146895,True,1GIsnE71uUtWvGpvnJCTXO,False,True,Best Day Of My Life,65,1,track,2022-10-28,[]
NO STYLIST,album,64,['Destroy Lonely'],185,1,180000,True,0MXemkrh7WpAfiafcGQwZO,False,True,NOSTYLIST,67,5,track,2022-08-12,['rage rap']
Sleep is Exhausting,single,67,['Teddy Swims'],184,1,175081,False,3YeBXUEWIjCtcsv0tULpz8,False,True,Devil in a Dress,75,1,track,2022-11-04,[]
from our Memento Box,single,46,['fromis_9'],185,1,195653,False,3pqgVtpnQbBAZoWT4AEm1B,False,True,Stay This Way,53,2,track,2022-06-27,"['k-pop', 'bubblegum pop']"
Peaceful Noise,single,56,['Hz Catchers'],185,1,144149,False,4LGg8tvQxix9thK83jjhm1,False,True,I Wake Up With Noise,66,2,track,2022-01-11,[]
Noise For Relaxation,single,59,['Ambi Val'],185,1,152681,False,0si1zT7kLVP0SECUsm9uPn,False,True,Noise Rest,69,3,track,2022-02-08,[]
White Tonality,single,56,['Blazerod'],185,1,177000,False,3BAUrjO1MvnrTPtEGje79S,False,True,White Tonality,66,1,track,2022-03-21,[]
Paradise Again,album,71,"['Swedish House Mafia', 'Connie Constance']",183,1,214071,False,3nEHrvNNtgLv9rneTAYVr4,False,True,Heaven Takes You Home (feat. Connie Constance),72,2,track,2022-04-15,['edm']
"I Love Life, Thank You",album,65,"['Mac Miller', 'The Temper Trap']",185,1,162875,True,2z9iuAxKv4TTeCrPAxxKg9,False,True,Love Lost,74,5,track,2022-07-22,[]
Shackles,single,61,['Steven Rodriguez'],185,1,154500,False,1nFusfst42jPWjXa8EAhyE,False,True,Shackles,71,1,track,2022-02-07,[]
Up and Away,album,63,"['Σtella', 'Redinho']",185,1,158359,False,6DYLWAdxEJvwWmT7EkeDkX,False,True,Charmed,71,4,track,2022-06-17,[]
Матушка,single,49,['Татьяна Куртукова'],185,1,172993,False,1K6axkQVqzv1votwRFy9FB,False,True,Матушка,59,1,track,2022-11-04,[]
